"","Name","Longitude","Latitude","Population"
"3927","Rushville, Nebraska",-102.4666,42.7134,851
"3928","Valentine, Nebraska",-100.5498,42.8739,2777
"3929","Gibbon, Nebraska",-98.8458,40.746,1909
"3930","Superior, Nebraska",-98.0663,40.023,1856
"3931","Ponca, Nebraska",-96.7096,42.5649,937
"3932","Fairfield, Nebraska",-98.1033,40.4323,364
"3933","Ogallala, Nebraska",-101.721,41.1293,4243
"3934","Wood River, Nebraska",-98.6003,40.8208,1354
"3935","South Sioux City, Nebraska",-96.4149,42.4636,13120
"3936","Sutton, Nebraska",-97.8795,40.6064,1411
"3937","Osceola, Nebraska",-97.5498,41.1781,843
"3938","Holdrege, Nebraska",-99.3751,40.4392,5398
"3939","Franklin, Nebraska",-98.9514,40.0966,929
"3940","Hebron, Nebraska",-97.5872,40.1681,1537
"3941","Benkelman, Nebraska",-101.5354,40.0517,857
"3942","Central City, Nebraska",-98.0002,41.1132,2793
"3943","Loup City, Nebraska",-98.9678,41.2766,1000
"3944","Curtis, Nebraska",-100.5112,40.6335,896
"3945","David City, Nebraska",-97.1295,41.2601,2789
"3946","Geneva, Nebraska",-97.5991,40.5295,2162
"3947","Tekamah, Nebraska",-96.2248,41.7779,1730
"3948","Arapahoe, Nebraska",-99.898,40.3049,997
"3949","Omaha, Nebraska",-96.0453,41.2634,792463
"3950","Crete, Nebraska",-96.957,40.6256,7047
"3951","Blue Springs, Nebraska",-96.663,40.1375,319
"3952","Oakland, Nebraska",-96.4667,41.8354,1192
"3953","White Pine, Tennessee",-83.2958,36.1092,3152
"3954","Dyersburg, Tennessee",-89.3782,36.0459,21313
"3955","Bolivar, Tennessee",-89.0148,35.2656,5089
"3956","Lookout Mountain, Tennessee",-85.3516,34.9944,1888
"3957","Pleasant Hill, Tennessee",-85.1994,35.9767,563
"3958","Jonesborough, Tennessee",-82.4765,36.2959,5333
"3959","Fayetteville, Tennessee",-86.5636,35.149,9478
"3960","Columbia, Tennessee",-87.048,35.6223,37845
"3961","Estill Springs, Tennessee",-86.1383,35.2741,2027
"3962","Ashland City, Tennessee",-87.0409,36.2599,3459
"3963","Waynesboro, Tennessee",-87.7598,35.3229,2357
"3964","Cumberland City, Tennessee",-87.6395,36.3829,300
"3965","Lakeland, Tennessee",-89.7307,35.2586,12494
"3966","New Tazewell, Tennessee",-83.6055,36.4387,4188
"3967","Dandridge, Tennessee",-83.4308,36.0283,5213
"3968","Red Bank, Tennessee",-85.2962,35.1116,11813
"3969","La Vergne, Tennessee",-86.5574,36.021,35071
"3970","Vanleer, Tennessee",-87.4463,36.2383,376
"3971","Lynnville, Tennessee",-87.0062,35.378,295
"3972","Charlotte, Tennessee",-87.3384,36.1865,1511
"3973","Trimble, Tennessee",-89.1888,36.2021,622
"3974","Winchester, Tennessee",-86.1078,35.1898,11724
"3975","Hornbeak, Tennessee",-89.2954,36.3355,389
"3976","Newbern, Tennessee",-89.2693,36.1172,3284
"3977","Townsend, Tennessee",-83.7524,35.6758,444
"3978","Gleason, Tennessee",-88.6107,36.2174,1390
"3979","Forest Hills, Tennessee",-86.8403,36.0651,4993
"3980","Gruetli-Laager, Tennessee",-85.6378,35.3727,1744
"3981","Oak Ridge, Tennessee",-84.2938,35.9639,29350
"3982","South Carthage, Tennessee",-85.9575,36.2409,1343
"3983","Elizabethton, Tennessee",-82.238,36.3363,13854
"3984","Cedar Hill, Tennessee",-87.0007,36.5512,310
"3985","Gadsden, Tennessee",-88.9861,35.7768,462
"3986","Bell Buckle, Tennessee",-86.353,35.5901,519
"3987","Millersville, Tennessee",-86.7108,36.3967,6742
"3988","Oakdale, Tennessee",-84.5575,35.9895,217
"3989","Gibson, Tennessee",-88.844,35.8743,379
"3990","Spencer, Tennessee",-85.4557,35.7393,1629
"3991","Byrdstown, Tennessee",-85.1343,36.5736,815
"3992","Ridgetop, Tennessee",-86.7682,36.4046,2076
"3993","Somerville, Tennessee",-89.3804,35.234,3137
"3994","Sneedville, Tennessee",-83.21,36.537,1347
"3995","Milledgeville, Tennessee",-88.3662,35.3779,265
"3996","Church Hill, Tennessee",-82.7142,36.5206,6740
"3997","Vonore, Tennessee",-84.2373,35.5976,1502
"3998","Mount Pleasant, Tennessee",-87.1882,35.5484,3732
"3999","Gatlinburg, Tennessee",-83.4936,35.725,4206
"4000","Louisville, Tennessee",-84.0551,35.8247,4127
"4001","Finger, Tennessee",-88.6174,35.3568,295
"4002","Monteagle, Tennessee",-85.8494,35.2358,1172
"4003","Huntland, Tennessee",-86.269,35.0579,855
"4004","Memphis, Tennessee",-89.9773,35.1047,1069661
"4005","Brighton, Tennessee",-89.7346,35.4815,2936
"4006","East Ridge, Tennessee",-85.2284,34.9973,21302
"4007","Tracy City, Tennessee",-85.7518,35.262,1425
"4008","Dyer, Tennessee",-88.9923,36.0711,3102
"4009","Monterey, Tennessee",-85.2643,36.1449,3029
"4010","Toone, Tennessee",-88.9541,35.3564,339
"4011","Greenfield, Tennessee",-88.8038,36.1598,2091
"4012","Guys, Tennessee",-88.5415,35.0193,462
"4013","Lebanon, Tennessee",-86.3467,36.2038,33068
"4014","Mosheim, Tennessee",-82.9648,36.1955,2303
"4015","Algood, Tennessee",-85.4467,36.2,4193
"4016","Centerville, Tennessee",-87.4587,35.8043,3568
"4017","Gallatin, Tennessee",-86.4697,36.3783,35734
"4018","Sharon, Tennessee",-88.8251,36.2337,903
"4019","Calhoun, Tennessee",-84.7458,35.2976,497
"4020","Loudon, Tennessee",-84.3699,35.7414,5750
"4021","Wartrace, Tennessee",-86.3327,35.5276,657
"4022","Dresden, Tennessee",-88.6939,36.2784,2846
"4023","Woodland Mills, Tennessee",-89.1104,36.4765,364
"4024","Luttrell, Tennessee",-83.7477,36.21,1089
"4025","Ridgeside, Tennessee",-85.2469,35.0349,426
"4026","Chattanooga, Tennessee",-85.2488,35.0657,403618
"4027","Gordonsville, Tennessee",-85.9322,36.1814,1209
"4028","Spring Hill, Tennessee",-86.912,35.7436,40552
"4029","Martin, Tennessee",-88.8518,36.3391,10697
"4030","Sevierville, Tennessee",-83.5674,35.8868,24882
"4031","Whiteville, Tennessee",-89.1496,35.3181,4503
"4032","Lenoir City, Tennessee",-84.2817,35.8113,9106
"4033","Jefferson City, Tennessee",-83.484,36.1196,8335
"4034","Arlington, Tennessee",-89.668,35.2595,11551
"4035","Henry, Tennessee",-88.4108,36.2004,462
"4036","Covington, Tennessee",-89.648,35.5656,8469
"4037","Waverly, Tennessee",-87.785,36.0942,3267
"4038","Copperhill, Tennessee",-84.3756,34.995,333
"4039","Tazewell, Tennessee",-83.5658,36.4628,2281
"4040","Greeneville, Tennessee",-82.8197,36.168,23953
"4041","Doyle, Tennessee",-85.5131,35.8558,556
"4042","Burns, Tennessee",-87.2977,36.0501,1470
"4043","Collinwood, Tennessee",-87.7434,35.1748,965
"4044","Fairview, Tennessee",-87.1286,35.9819,7040
"4045","Rutledge, Tennessee",-83.5199,36.2804,1189
"4046","Bruceton, Tennessee",-88.2469,36.034,1434
"4047","Kimball, Tennessee",-85.6734,35.0457,1391
"4048","Normandy, Tennessee",-86.2581,35.4522,148
"4049","Centertown, Tennessee",-85.9199,35.7253,247
"4050","Spring City, Tennessee",-84.8627,35.6879,1988
"4051","Savannah, Tennessee",-88.2356,35.2211,8391
"4052","Milan, Tennessee",-88.7556,35.9127,7371
"4053","Michie, Tennessee",-88.4257,35.0603,589
"4054","Munford, Tennessee",-89.8141,35.4436,6057
"4055","Cumberland Gap, Tennessee",-83.6656,36.5975,494
"4056","Elkton, Tennessee",-86.8976,35.062,542
"4057","McEwen, Tennessee",-87.6357,36.1098,1716
"4058","Cookeville, Tennessee",-85.5114,36.1485,47381
"4059","Liberty, Tennessee",-85.978,36.0053,315
"4060","Coalmont, Tennessee",-85.7114,35.3447,819
"4061","Petersburg, Tennessee",-86.6409,35.3174,543
"4062","Rives, Tennessee",-89.0495,36.3563,316
"4063","Burlison, Tennessee",-89.7847,35.557,408
"4064","Coopertown, Tennessee",-86.9657,36.4144,4429
"4065","Belle Meade, Tennessee",-86.8563,36.0993,2964
"4066","Bethel Springs, Tennessee",-88.6117,35.2347,708
"4067","Alcoa, Tennessee",-83.9748,35.8071,9874
"4068","Parsons, Tennessee",-88.123,35.6515,2357
"4069","Watertown, Tennessee",-86.1403,36.1011,1529
"4070","Harrogate, Tennessee",-83.6465,36.5744,4388
"4071","Clinton, Tennessee",-84.1283,36.0986,10106
"4072","Erin, Tennessee",-87.7025,36.316,1283
"4073","Middleton, Tennessee",-88.8896,35.0617,650
"4074","Watauga, Tennessee",-82.2935,36.369,350
"4075","Unicoi, Tennessee",-82.329,36.2217,3531
"4076","Winfield, Tennessee",-84.4461,36.5645,960
"4077","Scotts Hill, Tennessee",-88.2527,35.5189,985
"4078","Halls, Tennessee",-89.4047,35.8794,2621
"4079","Crossville, Tennessee",-85.0294,35.9526,17335
"4080","Palmer, Tennessee",-85.5656,35.3575,664
"4081","Medina, Tennessee",-88.7905,35.8149,4370
"4082","Bean Station, Tennessee",-83.2855,36.3318,3109
"4083","Pegram, Tennessee",-87.0564,36.1048,2115
"4084","Grand Junction, Tennessee",-89.1888,35.0501,279
"4085","White Bluff, Tennessee",-87.2109,36.1,3437
"4086","Atwood, Tennessee",-88.6684,35.975,921
"4087","Crab Orchard, Tennessee",-84.8841,35.9065,761
"4088","Bartlett, Tennessee",-89.8195,35.2337,58622
"4089","Charleston, Tennessee",-84.7611,35.2861,674
"4090","Saulsbury, Tennessee",-89.0883,35.0488,93
"4091","Ethridge, Tennessee",-87.3012,35.3217,480
"4092","Millington, Tennessee",-89.8932,35.3368,10974
"4093","Hendersonville, Tennessee",-86.5997,36.3063,57050
"4094","Hohenwald, Tennessee",-87.5536,35.5518,3549
"4095","Baileyton, Tennessee",-82.8289,36.3303,434
"4096","New Hope, Tennessee",-85.6597,35.0044,1063
"4097","Philadelphia, Tennessee",-84.3999,35.6788,692
"4098","Linden, Tennessee",-87.8431,35.6124,903
"4099","Dunlap, Tennessee",-85.3897,35.3676,3933
"4100","Jasper, Tennessee",-85.6244,35.0675,3363
"4101","Kingston Springs, Tennessee",-87.1043,36.0848,2763
"4102","Bells, Tennessee",-89.0852,35.7207,4737
"4103","Decatur, Tennessee",-84.7927,35.5277,1572
"4104","Pigeon Forge, Tennessee",-83.5619,35.7978,6199
"4105","Niota, Tennessee",-84.5496,35.5169,723
"4106","Oliver Springs, Tennessee",-84.3284,36.04,3253
"4107","Benton, Tennessee",-84.6522,35.1746,1317
"4108","Enville, Tennessee",-88.4329,35.3923,190
"4109","New Johnsonville, Tennessee",-87.9694,36.0162,1915
"4110","Decherd, Tennessee",-86.0759,35.2162,2414
"4111","Allardt, Tennessee",-84.8811,36.3807,636
"4112","Trenton, Tennessee",-88.9457,35.9685,3739
"4113","McMinnville, Tennessee",-85.7817,35.6859,15561
"4114","Lobelville, Tennessee",-87.7954,35.7503,891
"4115","Ardmore, Tennessee",-86.8555,35.0031,1216
"4116","Mount Juliet, Tennessee",-86.5122,36.2004,33263
"4117","Chapel Hill, Tennessee",-86.695,35.6287,1476
"4118","Huntingdon, Tennessee",-88.4181,36.0046,3913
"4119","Kingston, Tennessee",-84.4954,35.8717,5840
"4120","Union City, Tennessee",-89.0477,36.4265,10013
"4121","Slayden, Tennessee",-87.4658,36.2925,184
"4122","Braden, Tennessee",-89.5714,35.3685,273
"4123","Norris, Tennessee",-84.0629,36.2106,3309
"4124","Paris, Tennessee",-88.3066,36.2936,10679
"4125","Hickory Valley, Tennessee",-89.126,35.1548,95
"4126","Clarksville, Tennessee",-87.3428,36.5696,179367
"4127","Morristown, Tennessee",-83.3,36.2043,60098
"4128","Tellico Plains, Tennessee",-84.2974,35.3657,941
"4129","Henderson, Tennessee",-88.6529,35.4444,6258
"4130","Decaturville, Tennessee",-88.1193,35.582,875
"4131","Medon, Tennessee",-88.8645,35.456,163
"4132","Powells Crossroads, Tennessee",-85.4846,35.1844,1326
"4133","Ridgely, Tennessee",-89.4801,36.2614,1707
"4134","Dickson, Tennessee",-87.3661,36.0637,17066
"4135","Atoka, Tennessee",-89.7862,35.4229,20478
"4136","Obion, Tennessee",-89.1941,36.2642,1072
"4137","Lexington, Tennessee",-88.3965,35.6609,6660
"4138","Oneida, Tennessee",-84.5102,36.5174,4286
"4139","Newport, Tennessee",-83.1977,35.9614,11415
"4140","Crump, Tennessee",-88.3359,35.2317,1395
"4141","Eagleville, Tennessee",-86.6531,35.7398,663
"4142","Humboldt, Tennessee",-88.9045,35.8254,8543
"4143","Manchester, Tennessee",-86.0774,35.4629,11959
"4144","Shelbyville, Tennessee",-86.4518,35.4991,21083
"4145","Camden, Tennessee",-88.1044,36.0662,3521
"4146","Jackson, Tennessee",-88.8351,35.6535,73860
"4147","Sparta, Tennessee",-85.4724,35.9348,5613
"4148","Knoxville, Tennessee",-83.9498,35.969,581787
"4149","Morrison, Tennessee",-85.9122,35.6047,707
"4150","Tullahoma, Tennessee",-86.2173,35.372,17821
"4151","Greenbrier, Tennessee",-86.7974,36.4237,6796
"4152","Mountain City, Tennessee",-81.805,36.4695,2603
"4153","Gilt Edge, Tennessee",-89.8302,35.5337,468
"4154","Rockford, Tennessee",-83.9359,35.833,861
"4155","Soddy-Daisy, Tennessee",-85.174,35.2571,13217
"4156","Cottage Grove, Tennessee",-88.4791,36.3786,88
"4157","Loretto, Tennessee",-87.4403,35.08,1752
"4158","Westmoreland, Tennessee",-86.2442,36.5606,2311
"4159","Mount Carmel, Tennessee",-82.6615,36.5612,5427
"4160","Big Sandy, Tennessee",-88.0854,36.2324,536
"4161","Stantonville, Tennessee",-88.4299,35.1569,267
"4162","Bluff City, Tennessee",-82.2781,36.4608,1656
"4163","Erwin, Tennessee",-82.4115,36.1455,9503
"4164","Thompson's Station, Tennessee",-86.9,35.809,5194
"4165","Smithville, Tennessee",-85.8212,35.9583,4194
"4166","Auburntown, Tennessee",-86.0972,35.951,264
"4167","Pleasant View, Tennessee",-87.0455,36.3893,3906
"4168","Madisonville, Tennessee",-84.3637,35.5234,5617
"4169","La Grange, Tennessee",-89.2396,35.0475,135
"4170","Harriman, Tennessee",-84.5603,35.9306,23026
"4171","Samburg, Tennessee",-89.3523,36.3818,207
"4172","Ramer, Tennessee",-88.6152,35.0717,318
"4173","Jacksboro, Tennessee",-84.1926,36.3353,1944
"4174","Johnson City, Tennessee",-82.3803,36.3404,127134
"4175","Friendship, Tennessee",-89.2408,35.9074,659
"4176","Germantown, Tennessee",-89.7824,35.083,39056
"4177","Adams, Tennessee",-87.0628,36.5824,657
"4178","Ducktown, Tennessee",-84.3855,35.036,476
"4179","Livingston, Tennessee",-85.327,36.3877,3488
"4180","Gallaway, Tennessee",-89.6068,35.3279,657
"4181","Cornersville, Tennessee",-86.8597,35.3656,1243
"4182","Trezevant, Tennessee",-88.6208,36.011,834
"4183","Farragut, Tennessee",-84.1821,35.8731,22282
"4184","Cleveland, Tennessee",-84.8709,35.1816,71601
"4185","Graysville, Tennessee",-85.0762,35.4495,1523
"4186","Orlinda, Tennessee",-86.6994,36.5935,891
"4187","Athens, Tennessee",-84.6042,35.4573,16328
"4188","Clarksburg, Tennessee",-88.3935,35.8658,386
"4189","Pulaski, Tennessee",-87.0354,35.1934,7630
"4190","Silerton, Tennessee",-88.8106,35.3425,102
"4191","Hollow Rock, Tennessee",-88.2738,36.0352,688
"4192","Surgoinsville, Tennessee",-82.8606,36.4735,1787
"4193","Viola, Tennessee",-85.8606,35.5386,133
"4194","Oak Hill, Tennessee",-86.7856,36.0734,4681
"4195","Maynardville, Tennessee",-83.8064,36.2467,2357
"4196","Huntsville, Tennessee",-84.5038,36.4106,1234
"4197","New Market, Tennessee",-83.5495,36.109,1360
"4198","McLemoresville, Tennessee",-88.5812,35.987,345
"4199","Williston, Tennessee",-89.3754,35.1583,383
"4200","Red Boiling Springs, Tennessee",-85.8481,36.5298,1137
"4201","Rogersville, Tennessee",-83.0037,36.408,6377
"4202","Nolensville, Tennessee",-86.6754,35.9594,7580
"4203","Bristol, Tennessee",-82.2144,36.5572,70560
"4204","Gainesboro, Tennessee",-85.6497,36.3615,945
"4205","Gates, Tennessee",-89.4081,35.8402,614
"4206","Smyrna, Tennessee",-86.5242,35.9732,48596
"4207","Yorkville, Tennessee",-89.1184,36.0966,266
"4208","Portland, Tennessee",-86.5191,36.5878,11854
"4209","White House, Tennessee",-86.6663,36.4646,11388
"4210","Dowelltown, Tennessee",-85.9422,36.0122,369
"4211","Tennessee Ridge, Tennessee",-87.7635,36.3195,1334
"4212","Rockwood, Tennessee",-84.6731,35.8692,5443
"4213","Stanton, Tennessee",-89.4012,35.4613,422
"4214","Pittman Center, Tennessee",-83.3885,35.7595,570
"4215","Rossville, Tennessee",-89.5613,35.0326,818
"4216","Cowan, Tennessee",-86.0143,35.163,1683
"4217","Parrottsville, Tennessee",-83.0913,36.0082,262
"4218","Collierville, Tennessee",-89.6989,35.0474,49177
"4219","Sardis, Tennessee",-88.2916,35.4428,371
"4220","Alamo, Tennessee",-89.1166,35.7832,2457
"4221","Alexandria, Tennessee",-86.0381,36.0791,972
"4222","Tusculum, Tennessee",-82.7454,36.1751,2670
"4223","Lawrenceburg, Tennessee",-87.332,35.2497,10398
"4224","Berry Hill, Tennessee",-86.7673,36.1196,536
"4225","Orme, Tennessee",-85.8048,35.0146,113
"4226","Troy, Tennessee",-89.1568,36.3426,1285
"4227","Piperton, Tennessee",-89.609,35.0513,1683
"4228","Maury City, Tennessee",-89.2239,35.8143,665
"4229","South Pittsburg, Tennessee",-85.7183,35.0109,5562
"4230","Kingsport, Tennessee",-82.5452,36.522,116745
"4231","Mason, Tennessee",-89.5434,35.4124,1578
"4232","Greenback, Tennessee",-84.1724,35.6491,1119
"4233","Murfreesboro, Tennessee",-86.4093,35.851,161634
"4234","Kenton, Tennessee",-89.0155,36.2022,1219
"4235","Saltillo, Tennessee",-88.2343,35.3819,503
"4236","Brentwood, Tennessee",-86.7759,35.9917,42517
"4237","Moscow, Tennessee",-89.3887,35.0608,528
"4238","Walden, Tennessee",-85.3098,35.1635,2098
"4239","Friendsville, Tennessee",-84.1341,35.7548,926
"4240","Whitwell, Tennessee",-85.5206,35.1927,1717
"4241","Rutherford, Tennessee",-88.9925,36.1259,1108
"4242","Mitchellville, Tennessee",-86.5401,36.6341,201
"4243","Adamsville, Tennessee",-88.3864,35.256,2204
"4244","Ripley, Tennessee",-89.5359,35.7446,8422
"4245","South Fulton, Tennessee",-88.8835,36.4934,2256
"4246","Pikeville, Tennessee",-85.1982,35.6028,1648
"4247","Bulls Gap, Tennessee",-83.0783,36.2618,724
"4248","Brownsville, Tennessee",-89.2574,35.5881,9389
"4249","Three Way, Tennessee",-88.8574,35.7722,1676
"4250","Jellico, Tennessee",-84.1269,36.5879,NA
"4251","Celina, Tennessee",-85.5037,36.5477,1488
"4252","Blaine, Tennessee",-83.6944,36.1479,1875
"4253","Lafayette, Tennessee",-86.0309,36.5243,5223
"4254","Carthage, Tennessee",-85.9432,36.2565,3253
"4255","Beersheba Springs, Tennessee",-85.6692,35.4588,467
"4256","Cross Plains, Tennessee",-86.675,36.541,1731
"4257","Henning, Tennessee",-89.577,35.6818,935
"4258","Dayton, Tennessee",-85.0116,35.4917,10255
"4259","Lakesite, Tennessee",-85.1412,35.2027,1867
"4260","Dover, Tennessee",-87.8436,36.4818,1445
"4261","Bradford, Tennessee",-88.8157,36.0741,996
"4262","Englewood, Tennessee",-84.4887,35.4226,1530
"4263","Maryville, Tennessee",-83.9788,35.7469,28703
"4264","Franklin, Tennessee",-86.8522,35.9215,74794
"4265","Etowah, Tennessee",-84.5281,35.3384,4149
"4266","Caryville, Tennessee",-84.2199,36.3252,2179
"4267","Baxter, Tennessee",-85.6353,36.1533,1406
"4268","Goodlettsville, Tennessee",-86.7032,36.3323,16950
"4269","Sweetwater, Tennessee",-84.4718,35.6026,5589
"4270","Selmer, Tennessee",-88.5959,35.1708,3899
"4271","Puryear, Tennessee",-88.3327,36.4422,672
"4272","McKenzie, Tennessee",-88.5083,36.138,5307
"4273","Jamestown, Tennessee",-84.934,36.4318,1963
"4274","Altamont, Tennessee",-85.7435,35.4327,1021
"4275","Springfield, Tennessee",-86.8706,36.4944,17747
"4276","Collegedale, Tennessee",-85.0488,35.0522,11437
"4277","Garland, Tennessee",-89.7526,35.5825,306
"4278","Woodbury, Tennessee",-86.0725,35.8246,2698
"4279","Eastview, Tennessee",-88.5513,35.0868,697
"4280","Sunbright, Tennessee",-84.6806,36.2433,545
"4281","Tiptonville, Tennessee",-89.4676,36.3876,4349
"4282","Baneberry, Tennessee",-83.2784,36.0469,530
"4283","Wartburg, Tennessee",-84.5865,36.1043,905
"4284","Signal Mountain, Tennessee",-85.3457,35.1448,8573
"4285","Lewisburg, Tennessee",-86.7889,35.4494,10934
"4286","Hornsby, Tennessee",-88.8299,35.2293,275
"4287","Minor Hill, Tennessee",-87.169,35.0364,519
"4288","Clifton, Tennessee",-87.9936,35.3769,2658
"4289","Oakland, Tennessee",-89.5377,35.2256,8193
"4290","Plattsburgh, New York",-73.4563,44.6951,29130
"4291","Syracuse, New York",-76.1438,43.0409,407208
"4292","Port Jervis, New York",-74.6909,41.3782,16299
"4293","Canandaigua, New York",-77.2805,42.8885,10369
"4294","Lockport, New York",-78.6956,43.1698,34859
"4295","Saratoga Springs, New York",-73.7775,43.0674,66945
"4296","Rome, New York",-75.491,43.2259,32128
"4297","Mechanicville, New York",-73.6894,42.9037,5100
"4298","Corning, New York",-77.0561,42.147,19798
"4299","Utica, New York",-75.226,43.0961,114350
"4300","Oneida, New York",-75.6621,43.0769,21184
"4301","New Rochelle, New York",-73.7836,40.9305,79557
"4302","Middletown, New York",-74.4228,41.4458,57478
"4303","Schenectady, New York",-73.9276,42.8025,64913
"4304","Buffalo, New York",-78.8487,42.9016,920136
"4305","Newburgh, New York",-74.0205,41.5037,28200
"4306","Glens Falls, New York",-73.6459,43.3109,63793
"4307","Cohoes, New York",-73.7077,42.7732,16883
"4308","Batavia, New York",-78.1802,42.9987,17067
"4309","White Plains, New York",-73.7548,41.022,58241
"4310","Sherrill, New York",-75.5992,43.0704,3048
"4311","Watertown, New York",-75.9094,43.9734,55436
"4312","Salamanca, New York",-78.7233,42.1631,5478
"4313","Little Falls, New York",-74.8566,43.0452,4750
"4314","Auburn, New York",-76.5684,42.9338,31263
"4315","Kingston, New York",-73.9968,41.9295,55793
"4316","Elmira, New York",-76.8097,42.0938,65104
"4317","Amsterdam, New York",-74.1906,42.9419,21351
"4318","Peekskill, New York",-73.9227,41.2883,24053
"4319","Ogdensburg, New York",-75.4717,44.7088,10951
"4320","Hornell, New York",-77.6605,42.3258,10612
"4321","Albany, New York",-73.7987,42.6664,596419
"4322","Olean, New York",-78.4321,42.0819,21307
"4323","Niagara Falls, New York",-79.0147,43.0921,48632
"4324","Lackawanna, New York",-78.8324,42.8182,17868
"4325","Rochester, New York",-77.6162,43.1681,714852
"4326","Watervliet, New York",-73.7068,42.7243,10120
"4327","New York, New York",-73.9249,40.6943,19164071
"4328","Fulton, New York",-76.4161,43.3168,11402
"4329","Poughkeepsie, New York",-73.921,41.6949,391552
"4330","Tonawanda, New York",-78.8805,43.0105,14858
"4331","Rye, New York",-73.6878,40.969,15980
"4332","Cortland, New York",-76.1784,42.6004,26907
"4333","Norwich, New York",-75.5227,42.5333,7880
"4334","Oswego, New York",-76.5005,43.4516,38208
"4335","North Tonawanda, New York",-78.8659,43.0457,30607
"4336","Jamestown, New York",-79.2366,42.0975,41492
"4337","Oneonta, New York",-75.0666,42.4551,17296
"4338","Long Beach, New York",-73.666,40.5887,33717
"4339","Troy, New York",-73.6751,42.7354,49702
"4340","Ithaca, New York",-76.5032,42.4442,54992
"4341","Rensselaer, New York",-73.733,42.6464,9340
"4342","Yonkers, New York",-73.8674,40.9466,200807
"4343","Binghamton, New York",-75.9092,42.1014,152392
"4344","Hudson, New York",-73.7859,42.2515,10982
"4345","Dunkirk, New York",-79.3323,42.4803,24248
"4346","Beacon, New York",-73.9655,41.5036,14271
"4347","Geneva, New York",-76.9827,42.8644,29371
"4348","Mount Vernon, New York",-73.8291,40.9136,68344
"4349","Johnstown, New York",-74.3755,43.0073,8309
"4350","Glen Cove, New York",-73.6287,40.8709,27341
"4351","Gloversville, New York",-74.3466,43.0491,27872
"4352","Connellsville, Pennsylvania",-79.5899,40.0158,7437
"4353","Harrisburg, Pennsylvania",-76.8843,40.2752,438995
"4354","Shamokin, Pennsylvania",-76.555,40.7883,29054
"4355","Nanticoke, Pennsylvania",-76.0003,41.2004,10189
"4356","Titusville, Pennsylvania",-79.6699,41.6273,5506
"4357","Washington, Pennsylvania",-80.2465,40.1739,13514
"4358","Butler, Pennsylvania",-79.8962,40.8615,38588
"4359","Altoona, Pennsylvania",-78.401,40.5084,76943
"4360","Corry, Pennsylvania",-79.6358,41.9259,6326
"4361","Warren, Pennsylvania",-79.1445,41.8433,14680
"4362","Duquesne, Pennsylvania",-79.8501,40.3732,5516
"4363","Jeannette, Pennsylvania",-79.6139,40.3277,9245
"4364","Arnold, Pennsylvania",-79.7653,40.5789,4939
"4365","New Castle, Pennsylvania",-80.3458,40.9956,39873
"4366","Easton, Pennsylvania",-75.2209,40.6858,26978
"4367","Parker, Pennsylvania",-79.6846,41.0907,820
"4368","York, Pennsylvania",-76.7315,39.9651,232796
"4369","Lebanon, Pennsylvania",-76.4228,40.3412,77839
"4370","Aliquippa, Pennsylvania",-80.2548,40.6155,9102
"4371","New Kensington, Pennsylvania",-79.7521,40.5711,12592
"4372","Williamsport, Pennsylvania",-77.0371,41.2398,55100
"4373","Hermitage, Pennsylvania",-80.4412,41.231,15867
"4374","Erie, Pennsylvania",-80.0731,42.1167,190443
"4375","Farrell, Pennsylvania",-80.497,41.2113,4736
"4376","Philadelphia, Pennsylvania",-75.134,40.0076,5591554
"4377","Hazleton, Pennsylvania",-75.9724,40.9504,55301
"4378","Clairton, Pennsylvania",-79.8854,40.2976,6616
"4379","Greensburg, Pennsylvania",-79.5445,40.3113,14430
"4380","Monongahela, Pennsylvania",-79.9221,40.1956,4152
"4381","Coatesville, Pennsylvania",-75.8199,39.985,13064
"4382","Carbondale, Pennsylvania",-75.5048,41.5714,8498
"4383","Lancaster, Pennsylvania",-76.3012,40.0421,401205
"4384","Johnstown, Pennsylvania",-78.9194,40.3258,64842
"4385","Meadville, Pennsylvania",-80.1468,41.6476,23131
"4386","Pottsville, Pennsylvania",-76.2092,40.6798,41479
"4387","Bloomsburg, Pennsylvania",-76.4561,41.0027,52637
"4388","Scranton, Pennsylvania",-75.6649,41.4043,387448
"4389","Uniontown, Pennsylvania",-79.7244,39.8994,49241
"4390","Reading, Pennsylvania",-75.9266,40.34,264736
"4391","Sunbury, Pennsylvania",-76.7875,40.8615,28544
"4392","Monessen, Pennsylvania",-79.8828,40.1519,63467
"4393","Pittsburgh, Pennsylvania",-79.9763,40.4396,1722206
"4394","Franklin, Pennsylvania",-79.8425,41.3936,9121
"4395","Lower Burrell, Pennsylvania",-79.7141,40.5818,11367
"4396","Lock Haven, Pennsylvania",-77.4521,41.1365,17336
"4397","Allentown, Pennsylvania",-75.4756,40.5962,678169
"4398","Sharon, Pennsylvania",-80.4997,41.2339,13405
"4399","Beaver Falls, Pennsylvania",-80.3225,40.762,8581
"4400","Bethlehem, Pennsylvania",-75.3679,40.6266,75293
"4401","Pittston, Pennsylvania",-75.7885,41.3274,7602
"4402","Wilkes-Barre, Pennsylvania",-75.8759,41.2468,40569
"4403","McKeesport, Pennsylvania",-79.8439,40.3419,19273
"4404","Chester, Pennsylvania",-75.3718,39.8456,33988
"4405","Bradford, Pennsylvania",-78.6413,41.9604,11531
